FeatureA,FeatureB,FeatureC,FeatureD,FeatureE,FeatureF,FeatureG,FeatureH,FeatureI,FeatureJ
3.21757172761792,5.420221935808497,7.316809149256882,9.626420632656307,9.145522581174331,6.314660648762544,2.70121565002423,8.863493390859558,4.053333839116038,1.5902889375353335
3.2112507169301026,8.686623981600553,4.247770683095943,0.5096547358086134,6.583506914086694,6.6190543210960575,8.83321429999355,7.088935782123556,0.6069294928137614,3.74080623315555
10.177674871028165,10.247799140260913,7.005868301973483,6.446127381695131,5.463900780424737,6.024610282054715,3.1022930219702856,1.1247574745683695,2.190094638079757,4.735598236236131
11.194756434341524,9.601660679107107,5.892502070724133,7.175471496032151,7.010073540100514,7.413457806545718,2.2280135057366808,1.3767683895942078,1.3690722684743026,2.6954730571491354
10.406530797317425,11.490584318925348,5.642835434508734,6.9674063992222095,5.20538978235792,5.540247108968388,3.2910353237570904,1.1234741419090373,1.3733464000045998,5.072671567524993
8.730650490881931,9.23825851327646,6.629836608105747,6.755747151072286,6.382013791850378,6.620568441851462,3.592436580471156,0.3321023109075657,0.8417531129165129,2.642678283036584
1.0281750164664678,6.207107780070119,8.532515932081354,9.470162009074816,9.601809305399003,8.623247102240116,4.545464600783903,8.57755467487414,3.061520003818373,1.7524272443682278
2.801098215987428,6.688693390033553,6.852331144246744,7.907625978740514,7.787115490566448,5.476038892447977,3.9533106328880847,7.80321827054963,3.443424472386808,0.8448947286936763
2.179641860963584,5.311065663646871,8.507869072274506,9.024147293222814,7.952784520511268,6.914200528356442,3.2622404353915115,5.8833029965668615,3.3768822952901365,0.977799797544034
1.555195859559548,9.66567737950412,4.324609591587755,2.732138904434,7.652452405688842,7.116928200015956,9.323691304465116,7.405397054885026,4.336958801537684,2.294186363329161
1.1839208948995534,6.637228882396149,8.702570679384978,7.8193460558741235,10.816038963258338,7.045309252904893,4.128688790362251,8.019671880877791,3.89304333819069,3.238684993632264
3.189222344631241,9.246539825359324,4.932951309526783,1.258818265914364,5.013852680006513,6.406276672364159,10.02963125383866,7.980076524132533,1.047618564636854,4.948536159663361
2.400280721739522,5.012064246490695,8.794263672681362,9.256732270837006,9.920537171207728,6.354556085485579,4.354158231083115,7.852467726974014,4.75829228010291,2.2234654246190333
9.343343542975228,8.891253867868755,6.177814510390113,5.521167849076841,7.811584997355312,7.7393735773078784,4.633599362061681,0.28168148093291,1.0501920615596805,2.700060979089609
1.6122393167519111,7.184031736748329,3.639448008826514,3.3985069472796314,0.6918335511822022,4.94813629550695,6.618042159824754,1.1219723285759895,0.9250581311299456,10.422676351216378
4.7971424327163845,7.306182686683813,3.007833703009961,3.3759395592520534,0.9135888061562424,7.474319863495783,6.633491414620573,2.097137326269161,2.556043312696325,9.633458521494312
2.645310650162062,8.912706391197004,3.1279513919699933,2.2001656517131227,0.6225705813454049,6.686210211805787,4.341049912370229,1.299058833290363,0.0074171459092045,10.350568712335749
10.986877687903092,9.961166279930456,5.998210246886609,6.240343170199173,6.955894580096857,7.19590057261114,3.866633512864418,0.3358214837662805,1.0906428013778464,4.225655305488298
2.004210344072293,9.880041322368443,3.439582429172325,1.6386684480997835,7.354572502312227,7.533438825849658,7.072873516354914,7.728504626459658,0.7614162805291305,5.079313502975685
0.8888724723418768,6.466858692936448,3.986241591167695,2.856746470478845,0.8601663825938873,6.051100933221944,6.546284037142168,0.4936159571300801,2.044136632338532,10.049364523215075
2.716037720193982,6.876460681672215,3.1195670850377377,3.1827795329809128,1.148475250952652,4.724755512077966,6.4508176169089175,0.6619892613170848,2.6052799938862017,9.99315706977767
1.6614575955105444,5.545356649185098,8.017076650668098,10.8244180708027,9.896568846817152,5.808654871542162,3.3170697858402773,6.9378541392894135,4.505142711440501,0.6896760941006753
1.69213880763864,6.810986672607092,4.194741731720486,1.5694612521096445,0.7643726669972409,5.85382098932215,6.370136569046662,0.2277431445511651,2.156093146132909,10.78116013825667
3.404839956107397,6.9557019436579495,3.8195043672204334,3.084640100248633,1.366206539731774,5.270961040040652,5.612072214454509,0.1362957125480304,2.1380662341372627,6.995590946954606
10.574036160419494,9.90224355875773,6.118595197635995,6.546090618696821,6.470531015812545,7.367152125350698,4.468804446156428,0.7027492599440912,0.6036255057587041,4.140153644067433
1.5327142039048307,8.618584083322723,5.713736202819541,2.066753182780526,2.159029668155564,7.458313409844638,8.088453764716528,1.9811451365622708,2.059308844443468,9.167704857470438
2.448967413111724,11.477528240683608,4.447517871446979,2.2747170262743444,6.914338960856513,8.048787630895479,7.69550494212099,8.075455948185477,2.8133321819072226,3.25206410112617
2.51702652076741,8.33561183425754,1.7113550496788106,2.5435419521509384,0.7692055210543877,6.429285851758965,5.525515125096092,0.5085727925513639,1.057816921795538,8.59952338846405
1.1559945668476923,6.594187180014899,3.564005771327253,2.982309573440156,0.5524672934171626,4.45240565147497,5.082497337625905,0.0997866318292435,1.3255683567218104,8.021982519763156
8.76289376509592,10.211706679240525,7.954331623162765,5.7322139448017175,5.681547684563023,6.64217655952478,3.590988788320804,0.3649855782770727,1.264103662164967,3.580260170602248
2.283866712175642,7.289638341193343,7.503921511369567,7.454523840282891,8.7537188142196,6.545158837393743,2.3422005872982465,8.11230798094531,3.129461003549939,0.6842069442326171
3.5800901211138623,9.496758543441508,4.41641605090225,2.687170178032824,6.406389566577725,6.95293850593282,9.685121474704417,5.808675690812839,1.5757852827971546,5.017850350244381
2.869839760553875,4.939429929154767,3.975240774237142,2.42454254782583,1.3379612151995246,4.853674858395481,5.17618854028856,0.5713950576366347,1.9198576144602424,9.54864919236516
2.869465633503111,6.237568337332433,3.5352970670784405,4.242987854016622,1.6057374914841491,5.456000592308768,6.080957785932852,0.9053608658229104,2.025992378174104,10.406336104310146
1.106403312116651,7.612435065406041,5.226735930028371,4.16362530975071,7.870163516281958,7.446407322878718,8.738676391548369,6.820047261382504,0.4716368037980429,4.230014530726936
3.571501336778855,9.487878558833502,3.720454601994298,3.5231040889582714,7.662880483487507,7.202171109481622,8.02481053926634,6.092658599064748,2.249760169468305,5.468594310203337
2.2105274079489408,7.236454303959744,8.000744826680819,9.371196130488416,10.20783388151892,6.803118764011191,2.858171901213252,8.58179293143289,5.002054595877463,0.9993505205155734
0.3870414260401169,10.046751388749469,3.120508870274088,1.4889356110744807,5.612716041964648,7.587779058894728,8.394508328489781,8.09815696892804,1.0953697632860928,4.101926199859109
1.1467562712766983,7.357315091358298,8.733653027681191,9.211925477603186,10.863141154305264,5.16959292159043,2.923402218056003,8.260546564097831,3.635196820590704,0.5221306330413693
2.53109488903473,5.978931780970346,8.13917769236337,10.058491470621288,10.146562816040092,6.627127041557658,3.9778903279912337,9.707518653388313,4.114278749375723,0.989262438044862
1.261184641470257,6.156480990351323,5.10650591812758,0.0403810692887751,0.3852824147783913,5.8883553515551466,6.864882137014019,0.984998647681224,1.272653551003076,8.948981930954684
2.5226948477906843,7.956575199242421,5.4624237483312905,0.7523260339697098,6.670763596146514,8.839779717155722,10.16651380553444,7.520384151367827,2.7607668148595863,4.332819837110879
1.977466543083985,8.713265740077269,4.4028500933815815,2.9454867038738364,3.575486958600852,5.649224361342461,6.237458887041484,0.9808951330856508,3.697247472186195,7.944426716052288
1.9681692038927592,8.316648695700833,1.5837472260457766,2.6135447001116776,0.8646710237463343,5.6793941407502695,5.808439596064951,0.14032835634829,1.2746293703606135,9.617850686840438
8.13716650628891,10.357467869325092,8.802035273519992,6.520565349322526,5.4911800191373095,6.148567797192972,1.7253522075915733,0.3131696527103942,2.2008214693384613,4.774809841483183
2.7668620723628727,5.768554166301263,6.628751529422926,3.469658389596643,0.3015281884787405,5.50047384181728,5.635378483461497,0.319296418443588,1.9348811647137496,9.226668980992123
8.841016508960688,10.008567308673353,6.627951222044287,5.635890403125695,5.085835760069562,6.923481191767154,3.368057759639208,0.2929359802108632,1.5787808303849054,3.076640344051971
2.42247587522414,7.866266102074479,9.780024680702672,10.03086359839957,9.273085507634532,6.849447659701846,3.8794062404021257,8.016801580376576,4.622944336219135,1.712994853425347
2.2951038789225464,7.768547349486333,4.813059762079283,2.358487063669569,7.763484627352403,6.726384487330419,8.78011903819001,6.18055261766808,2.380087595212459,4.722236082289143
4.449795161648017,6.952356086693829,9.144470661695182,10.431095222184368,10.8922128072219,5.645086935175953,4.327911433628444,8.328342328732829,2.34021001920886,2.115602071692172
2.204304624231592,7.753547558092928,4.8699528119728015,2.566332906434269,1.133577533080136,7.207512216442962,8.657494165225817,1.3761956201946943,3.094376569738479,11.144381978008196
1.8943703003672407,7.581563652954954,5.564618724013458,3.4505798217170414,1.9891761611251093,7.455789671283895,5.070845963685344,1.5562438632663913,2.569963441284085,10.200043516817274
0.7028831376125224,8.788323482874251,8.258953690241077,8.475656520714056,8.291407844360474,6.876303409628575,3.663923902761388,8.61063635060905,2.404356131572243,0.3244927969278284
1.3460338708977906,9.024519189217909,3.6583701851801504,2.435273158204003,6.6805674955778,7.480326470434742,8.76852567164599,6.938209318636943,2.135817580115424,4.823582230441955
1.5135099107222487,5.4005009951466185,7.278463892304555,8.40696445131719,8.480285088386958,6.639362518715625,4.459947660813558,7.413625902116811,3.887583551094437,2.712694240205205
3.698402239358828,4.793639853158648,9.311756830778796,8.590009185130683,9.598506052216091,6.502403752316246,3.249180343859756,6.036353181105972,3.507713302749088,1.9952473697464268
9.510941806436334,8.536912841911622,8.171976893278092,5.214307742749818,7.400746810184444,6.522248481014932,4.7907733941940025,0.8876710983195788,0.4349220796260438,2.266000555569031
3.1081825978792823,7.536146319127004,2.955893107131692,3.0808385071477176,2.9167248508371344,4.695432916942869,7.877316277858661,0.0668247157690761,1.8667097564304016,7.394554433324762
9.857716948528507,10.115739299035848,8.151209868104464,5.679123006014701,4.734885110286696,7.712011261146215,5.6185375801644,0.4395809337481385,0.977034178218378,4.208111944133254
11.103501176282505,10.76507131068441,8.29382052950972,6.002253825990855,5.786943692802221,6.020659648387787,0.8362743323540078,1.614703544079334,1.4890172186384518,5.130957636639587
9.583066414365767,9.445177637004628,6.198787344529192,5.130367854086979,7.431121085240582,6.474289287952617,3.794859509097346,1.0095674667035062,0.6494847490687954,5.300059287877031
2.5450236621627016,10.578929784012328,2.020133732138357,2.795072188315956,6.792580122913099,7.179116943741814,8.746566980100509,5.335954000897811,1.802628347026664,4.518564127432655
0.8993576138383224,5.14575292218091,8.78111931868698,10.095006576654791,9.655366007868892,6.624700181483005,3.337957336300383,7.598849159855007,4.3273832901106815,0.1322024049244583
2.5639852682117525,7.429223315768027,3.327701448112148,4.883898443134051,0.6429857575507146,6.47438442174724,7.485110602612647,1.4284428114791616,2.186787784735264,9.486279659500848
2.6248459054409907,8.713182432609033,3.161356845860674,1.2533254755460232,7.340265962111058,5.822987367057031,8.49470946706755,5.560482760135969,2.3463842042589707,3.776369275504592
1.350602044045346,8.19360380984661,5.603254965472424,2.3859506108772304,6.05756703115678,4.983316610622,9.08371587263888,6.569786751141214,1.1327858052386524,3.3456412709554706
10.288035622076537,9.612176953974108,6.536524766317606,5.9741873859677,5.749333955814563,5.574402092884019,4.445656288419773,0.0806896079999227,1.636151324309329,6.477338360774747
2.24701781496975,7.051792814959212,9.133464367726726,8.668538621598026,9.5347744331249,5.689198340665744,2.651968490959066,8.941165022091825,3.4977888860817785,1.636681183482148
2.8519121395795195,8.212008858976702,4.478593124562092,2.3772205407552702,4.99344128994074,6.705531780444107,8.580777365913246,7.249076999732535,0.1035290195651341,4.134937680471692
8.0022932979386,8.160381544413037,8.781886190664702,7.705305585956979,6.515285750893571,5.743592596446748,3.634163273074213,0.1275708871758365,1.5692218775149605,4.668418130697994
2.5862993324668544,9.355438103014963,4.916569635558121,2.800352932976756,6.866625299273363,5.42657551611863,9.102984589873966,10.043692082088322,2.6479675826291817,3.304293999504626
2.4636257831489363,8.362685780592505,6.783822925553427,2.607088706258743,8.904769777808877,6.693655278506519,9.5001142214044,8.175956250294927,1.229779496431475,4.04671511445401
9.837274262563025,10.36976799419424,7.294228765593584,4.384586228902128,7.328424116438092,5.645858342932884,2.8567306539596578,1.263610853778357,2.5443581398234603,6.214649373799261
1.4261463798774732,10.068088180233223,3.2622094682710103,1.035344644025609,6.36459192394261,6.366323642363738,8.323280070329963,11.176254406153424,2.593190745557343,5.297017196101508
3.186119623358709,9.62596241703919,5.670878358724052,2.904449803056931,7.718844714373908,7.189321969127161,8.507064325232447,8.299068042621062,1.5431259970188858,3.975792579257092
4.116680857613978,9.198919986730626,4.899761630476525,2.7549925557180424,8.116577902029352,8.200566206360223,8.316386191019113,7.620507588731889,2.2727930852100524,4.507899765417885
1.9037196555081688,7.271501774251968,9.700588150189326,8.696610452180712,11.11032718834071,6.808789823596231,4.478903606315384,7.473974938516163,5.084015966829139,0.2723164422952042
11.655752214123828,9.309077003727095,5.344383315503583,5.083545237604438,5.996902409761139,7.271789589258679,4.429022058145939,0.5640848892441943,1.423778724430857,3.220274875537923
11.122424284819571,10.675873865138396,6.981166827988028,6.501704322991031,4.8123486803354645,6.216235168638465,2.735857956745419,0.5626471140548662,0.6996482977243019,2.420076353595957
1.031303578311234,8.496015909924674,3.8313852333349137,1.4714126403561956,5.964225073449196,6.551358483616262,9.368087960403049,7.836790348612059,2.119377784212216,5.130096546453798
4.226157910654032,7.278705344343738,6.96300433712916,9.175621528529314,8.661222657876738,5.6840611282749,4.2280719247269065,7.622391773470405,4.207496018278637,1.770650129146552
9.697070262540809,9.799908765338827,7.338996807719548,6.154438258320313,6.1394081740475706,6.319317402149529,3.817479042260414,0.2778811512107092,1.3365894528987423,3.677418904793712
3.5978749223825,6.392962749742595,7.667123600825775,7.492150372029695,9.579690927360446,7.057577757952658,3.8254406272571626,6.9810773448069705,3.167372080142765,0.2123973149776068
1.7125376281678162,6.720748225731245,5.379234838187582,1.9597647039537776,1.1189257138174156,5.328698420310675,5.295564388629314,0.7289520797582723,1.48732521142177,7.911661942235797
11.712205838393755,8.872442021559126,5.8897201544547375,5.602823999958269,6.021744680080828,4.455738963715437,2.9647313026231954,0.0817750230176458,2.2595142985060432,3.683498024532656
2.1709780958002733,8.421138986721619,4.808943137097796,2.625364462809752,1.7390136809432328,5.318963683630448,5.000231547618365,0.2922031012509162,2.683983489305992,10.200698600257663
9.82725816095036,8.490633381198288,6.072081485440103,4.997826560608721,5.862583468233607,7.309465047729875,3.81582283538002,1.2465157560165463,3.030504908279057,3.6320570036592255
10.250933873029798,9.968795711833046,5.885593659465918,7.5580998870989955,7.99104309374115,6.283824856269941,3.655432639087764,0.4091879924596513,0.7225071683803113,5.836937258308121
2.9915405870174903,7.24214150555656,9.145151573509189,7.088170014121135,8.86033434224211,3.7440676357002647,5.49162744001831,7.286143063728025,4.4704606888939695,0.7714925634230083
4.119082390922624,5.864702740804185,2.56392040265624,3.183978810557351,1.8682051359178613,5.577732307760625,5.950799444544111,1.378880286743181,0.1558267475260304,7.541441426139431
2.126542445767784,4.447247167642306,6.971424970193699,9.414034414740698,9.350644139659387,6.287978289047483,3.29420664380217,9.069350285070728,3.427283992819792,2.8655341990855625
3.6155325970587775,7.818079504117651,5.452404658622299,3.3294097125115547,6.951637312731604,5.876576695383923,8.476691731588376,6.678403160893579,2.3836958403725896,5.699488122386878
10.908543321104592,11.22965580909424,7.828292936729722,6.222393438539182,8.076635184948865,4.97803742876591,4.029694986061863,1.732944944618219,2.9555272859520523,4.774792218992934
1.8229374326782368,7.40157025700867,4.167946970438668,3.062120280908098,6.815347172055807,7.957854371205252,9.55363146589598,8.003120664433379,1.291933603147039,4.377910145502884
5.750464963121823,7.989898486864032,4.387310684834941,0.7253865019758825,5.247215887219635,8.310250971236579,9.278372243332994,7.454263492784794,3.4635735239302914,2.725589404741469
2.0790499958686004,7.637003856906583,5.169211404555805,4.327619805991935,0.0554297316973659,5.776837195048676,7.29648525657386,1.0103900037913836,1.5125066779507217,7.401970220310652
3.10666381455325,5.854484928154212,3.743672126071936,0.7959673215681,1.6523895147628536,4.458864524548856,7.785244605737084,1.7807330797614156,2.5026570335949074,9.1265764165105
9.512505555890224,8.721035331727775,7.623972549426186,5.900275167936615,7.188997852650499,6.653295644584317,3.5022236865336214,0.0685959201592174,2.1833200227241165,3.931729984547249
0.7715778100142392,7.320447566196089,8.732095113168207,10.772268608584454,8.795029362455015,6.391734913968119,3.924147512605338,6.8581644464242375,6.211592956116759,1.7278188981282936
2.3474182077302364,5.880513768665658,8.788703834581636,10.41782796051614,8.636248359431917,7.968887395240037,3.94788256717693,9.47733282199037,3.812764945153927,1.878001782682854
